V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
3,10,14,6,5,15,24,8,10,9,3,7,13,31,6,9,8,8,7,8,7,3,7,10,9,7,2,10,10,7,6,6,5,8,16,2,8,9,9,14,7,13,6,5,7,3,9,11,3,21
1,6,9,3,2,4,12,1,2,11,13,13,14,24,24,8,8,5,5,5,13,10,10,10,6,13,2,7,2,6,13,2,2,7,14,10,13,5,11,7,15,8,10,1,2,11,6,8,6,26
8,7,1,7,4,11,6,10,1,10,16,3,8,1,13,15,9,2,1,13,14,9,9,7,6,6,6,9,12,9,11,1,5,8,15,4,4,7,9,13,16,14,8,5,10,8,7,11,3,27
7,5,7,8,6,15,9,14,7,7,17,2,13,9,30,14,2,17,7,1,15,14,6,4,15,10,1,4,17,3,7,2,6,6,18,6,9,9,11,7,17,5,12,11,14,12,9,2,6,6
1,8,2,5,2,2,2,10,2,1,2,4,2,2,16,2,5,18,2,10,2,2,9,2,2,13,5,4,2,2,2,1,5,6,7,5,1,2,5,2,9,1,7,2,5,16,6,7,2,23
1,7,2,9,8,13,9,10,4,12,1,13,3,7,36,5,3,3,8,5,9,12,11,12,6,4,9,11,3,3,10,9,7,4,6,8,1,12,8,12,5,16,2,7,9,10,7,12,12,39
4,6,9,9,1,5,30,9,9,12,4,12,14,20,31,8,14,2,12,11,14,13,7,7,3,13,8,11,1,12,11,3,9,6,14,7,13,2,2,12,9,16,6,2,6,5,5,7,4,30
9,6,9,8,5,9,36,13,3,8,17,5,14,15,30,14,8,11,3,12,13,13,2,15,11,11,5,1,17,12,13,11,3,8,9,11,14,5,11,10,6,13,1,8,15,8,6,7,9,11
3,10,2,1,1,3,12,10,7,12,1,13,3,11,22,11,3,3,5,10,15,7,7,1,7,13,8,11,11,4,5,5,7,2,13,7,13,14,8,5,17,12,12,9,2,13,7,3,3,1
8,8,1,7,4,11,23,12,10,1,16,1,8,1,13,11,13,1,1,12,1,9,5,14,8,8,6,9,12,13,14,11,5,14,1,7,4,1,4,1,15,1,10,11,10,8,7,12,3,27
10,2,3,10,5,2,37,12,4,4,1,1,17,38,18,11,11,9,8,5,6,6,5,6,12,8,9,11,11,6,8,5,8,2,12,7,15,12,12,5,5,13,13,8,11,17,1,12,12,16
7,11,6,10,5,14,11,2,7,4,11,14,3,25,12,4,9,10,8,3,11,8,9,2,10,9,8,2,6,1,15,7,4,9,14,5,10,5,5,11,11,6,12,7,10,4,9,10,3,12
5,14,6,7,1,4,5,6,2,17,13,8,14,5,34,12,11,2,9,3,13,5,10,1,4,13,5,3,7,7,4,3,2,14,13,9,5,5,12,5,6,4,7,2,2,2,5,8,4,15
3,2,3,8,3,7,37,11,4,4,1,1,17,6,6,11,11,9,5,5,5,8,5,6,12,8,3,11,6,6,8,9,8,15,12,7,15,12,5,11,5,1,13,8,5,17,2,12,6,39
4,5,3,9,1,8,4,2,7,10,6,13,4,29,29,12,1,18,8,12,1,13,11,16,7,1,5,9,12,3,11,2,8,16,14,7,7,14,4,4,9,13,12,1,9,8,7,5,3,19
1,1,1,10,5,9,20,13,1,14,11,14,15,4,15,15,13,11,3,9,3,3,1,1,12,11,4,3,14,9,12,7,1,8,9,12,10,10,3,1,1,11,1,3,3,4,3,9,7,32
1,8,13,9,4,11,1,12,10,1,16,9,1,12,24,9,2,16,4,8,1,3,1,1,5,8,10,1,1,15,1,6,9,11,5,11,1,9,13,15,15,5,12,1,7,3,4,4,1,1
13,15,13,5,9,5,16,1,2,2,9,15,11,12,3,6,2,6,11,8,4,7,1,11,5,8,10,3,1,5,9,6,9,11,3,3,11,1,13,3,5,5,5,2,2,16,6,10,1,23
2,6,4,4,2,15,33,2,13,8,10,10,2,24,10,12,10,12,2,7,7,10,7,4,10,5,10,4,5,13,5,11,3,2,16,10,13,13,3,6,14,13,6,14,2,13,5,8,7,40
3,13,14,6,9,14,38,8,12,17,8,6,13,17,32,4,4,10,9,2,4,7,11,16,9,10,2,2,7,4,12,4,6,3,5,10,14,9,6,3,16,4,6,13,12,15,8,1,12,18
10,11,10,1,5,6,15,5,11,4,8,3,10,22,15,8,7,10,1,7,16,10,9,8,7,12,1,4,7,1,12,1,8,8,8,10,10,10,9,13,14,8,6,3,17,4,5,1,8,18
4,14,3,9,1,10,25,2,6,17,16,15,8,33,37,12,14,7,12,5,14,16,11,14,8,8,8,9,3,15,11,11,9,16,17,10,6,14,6,2,9,3,10,8,6,15,2,10,9,25
4,5,11,1,2,14,4,2,13,14,2,14,4,4,29,12,11,9,11,14,12,4,11,1,9,1,4,9,2,14,11,2,8,16,12,6,14,2,4,4,4,4,4,15,3,15,4,5,3,41
2,1,3,10,1,1,2,1,1,12,11,14,11,14,26,8,1,13,1,1,1,10,1,2,1,1,4,1,14,9,12,7,1,8,9,12,1,1,15,1,1,11,1,1,13,4,3,11,9,28
11,11,7,6,4,2,36,8,12,15,6,7,1,38,3,11,11,15,4,8,16,17,9,7,9,8,4,1,10,4,6,1,8,15,16,12,13,12,11,4,6,13,1,5,18,13,1,11,1,18
5,14,3,9,1,4,12,11,1,3,13,15,14,34,34,12,3,18,9,3,13,15,10,6,6,13,8,11,12,11,11,3,1,12,13,12,13,4,1,5,9,3,13,2,11,2,5,10,2,39
13,4,6,6,5,12,16,3,9,4,15,1,8,12,32,9,12,13,8,2,12,15,7,6,11,13,7,9,6,14,18,12,9,8,11,13,3,9,12,6,12,11,11,15,12,16,8,14,2,16
1,1,9,3,1,1,26,1,11,11,11,6,15,18,13,8,2,1,3,12,4,8,10,12,13,7,9,3,1,4,14,3,5,9,5,10,4,4,12,14,15,3,12,1,2,11,6,11,4,26
3,6,13,10,2,11,34,13,6,11,9,9,15,16,7,9,13,16,11,8,12,11,13,6,9,9,5,9,13,13,15,6,3,8,5,2,14,11,10,14,16,11,1,9,5,3,3,10,10,26
3,2,11,1,2,14,10,2,13,14,2,14,12,3,2,4,11,9,11,2,12,4,11,10,9,4,2,2,2,14,11,7,8,2,12,6,14,2,4,5,4,4,3,1,3,15,8,14,10,2
9,12,11,4,3,7,2,13,4,14,2,3,14,15,10,13,11,18,2,14,10,3,9,15,16,9,2,7,16,6,8,10,3,15,12,3,5,10,11,7,5,3,4,14,5,7,6,5,4,41
12,6,3,8,7,3,14,9,10,5,11,12,7,5,27,3,6,8,4,11,8,11,7,9,3,3,4,2,11,1,13,4,4,14,8,2,9,5,2,4,13,17,10,12,6,11,3,11,2,33
1,7,1,9,8,10,12,10,11,12,11,13,7,14,13,1,3,3,3,5,9,3,9,12,6,2,4,3,12,4,10,1,5,4,10,8,1,11,9,13,16,10,2,5,10,11,6,11,8,14
3,10,2,5,3,11,24,8,10,1,7,15,9,14,1,8,2,8,7,10,11,9,1,10,2,1,8,6,13,13,5,2,5,8,7,2,7,1,2,14,1,7,1,4,1,9,7,2,3,21
7,11,6,10,1,14,13,13,7,11,11,9,6,29,4,14,14,10,8,3,1,8,12,15,1,9,5,2,6,5,15,1,8,9,14,6,10,14,10,11,11,13,12,6,14,4,5,1,3,15
8,2,10,7,5,2,30,14,4,4,9,15,6,38,35,11,5,9,7,16,8,17,1,13,8,10,9,2,5,16,18,11,8,4,1,9,15,8,9,3,7,6,3,8,2,16,2,6,12,17
11,12,13,7,6,14,34,13,6,8,17,7,15,35,28,14,4,2,7,1,12,5,2,4,15,10,2,9,17,14,15,3,3,8,5,2,14,11,10,14,16,11,1,14,17,16,8,14,10,38
7,11,7,10,4,12,17,9,12,7,6,7,12,34,8,4,1,10,10,11,15,11,5,8,15,10,9,8,14,16,11,7,8,12,18,12,10,12,15,4,10,12,12,7,3,4,9,5,12,29
10,12,5,5,4,6,32,3,3,3,10,5,4,13,6,7,5,14,3,12,10,5,8,4,3,5,4,9,11,8,9,8,4,10,10,7,1,10,13,9,8,10,7,8,4,10,6,9,7,11
12,2,10,10,8,13,27,8,9,1,7,15,12,16,32,8,10,2,7,1,11,9,11,9,8,3,8,6,13,10,8,7,8,12,17,12,2,12,2,1,1,7,6,6,15,12,5,7,1,17
10,6,14,6,9,11,23,1,1,2,9,14,7,16,7,9,13,16,11,8,9,4,13,16,1,5,9,9,13,1,9,4,8,8,8,2,2,2,9,4,16,17,9,9,12,4,3,10,7,1
5,6,8,3,2,3,20,6,7,9,12,9,16,19,1,10,13,3,3,10,8,3,7,4,12,9,3,11,13,12,1,4,7,2,8,11,6,2,3,5,3,17,11,9,8,8,3,1,3,30
13,11,14,6,6,11,5,8,8,10,6,10,7,17,3,5,6,18,3,8,16,13,11,7,9,1,3,5,8,4,18,7,8,3,11,10,13,6,4,4,12,14,8,5,10,8,8,8,1,18
8,4,2,3,5,7,4,13,11,3,14,4,16,32,1,5,4,14,4,14,8,9,11,15,1,4,9,9,13,14,17,4,3,14,1,12,4,8,4,2,13,4,4,8,3,11,4,4,10,11
5,1,7,7,1,5,27,8,1,9,11,8,15,25,33,14,7,5,1,3,11,10,9,11,16,11,5,1,7,15,5,10,9,4,15,11,4,5,12,2,3,4,6,8,6,3,5,9,4,28
5,14,7,6,4,13,2,6,8,1,7,15,12,14,10,13,3,18,2,14,3,3,9,9,7,2,4,3,16,9,8,10,8,8,17,9,5,10,3,1,1,7,9,14,4,7,4,5,8,19
11,10,4,6,6,15,8,8,7,8,10,14,10,13,35,3,10,15,5,7,16,10,9,10,10,5,10,4,11,1,9,5,3,1,16,11,13,1,13,10,8,3,8,6,15,13,1,8,1,13
1,15,4,8,1,10,36,4,11,14,11,3,8,7,38,14,7,11,1,5,5,3,11,14,11,7,2,9,12,12,8,10,4,15,12,10,6,10,2,4,14,1,13,11,13,11,6,11,8,14
3,12,1,9,5,14,13,13,12,17,8,7,12,2,5,7,11,10,6,2,4,7,5,15,9,10,2,8,3,5,2,12,5,15,5,4,14,4,6,7,16,4,2,11,10,15,8,1,12,5
13,13,3,3,3,1,16,1,13,14,15,3,14,4,39,8,14,5,8,9,14,9,1,1,11,3,8,1,15,15,8,1,3,11,3,3,3,1,2,2,9,2,6,3,6,16,6,11,6,23
4,5,7,10,1,14,4,2,4,14,4,5,4,4,29,12,8,18,8,14,12,4,11,1,11,1,4,9,12,3,11,2,8,11,12,13,5,5,13,12,11,4,12,3,3,2,6,5,3,19
5,6,7,3,4,5,23,3,14,4,9,5,5,20,7,11,9,5,5,15,6,3,13,2,11,5,10,2,5,13,2,6,9,7,11,13,5,8,5,15,13,5,8,2,10,2,5,10,12,8
3,1,14,1,3,10,25,8,6,17,7,10,8,11,16,12,2,2,2,15,1,11,10,10,13,12,6,9,12,14,15,2,9,16,7,2,7,14,6,2,9,7,11,9,16,6,1,1,8,25
7,13,10,10,1,5,22,14,13,7,3,1,6,39,22,11,12,8,11,7,15,9,3,5,8,6,7,6,9,6,15,5,9,4,10,4,10,3,10,3,15,2,3,15,11,16,9,14,10,19
4,8,12,7,1,13,33,2,12,16,9,5,5,21,5,7,5,1,10,10,2,14,5,2,16,5,2,2,5,2,4,11,2,4,5,9,5,5,12,1,11,4,12,2,18,2,2,5,4,21
3,14,14,1,4,13,1,8,12,17,15,6,13,8,18,6,4,4,9,15,16,4,10,3,13,12,6,3,7,4,12,4,6,1,9,10,13,6,6,14,13,14,8,5,16,7,1,1,2,18
7,13,4,7,9,7,28,14,1,10,3,11,6,11,33,3,12,2,8,10,14,8,3,7,8,6,7,1,9,14,5,4,9,4,6,4,4,3,11,3,12,2,11,15,18,16,7,14,3,37
11,8,2,9,4,11,13,12,10,12,7,1,17,38,18,11,3,1,4,1,1,1,5,4,12,8,9,11,8,11,10,3,9,14,5,1,15,1,12,1,15,1,12,8,11,13,7,4,1,16
5,9,8,4,3,8,2,6,4,14,4,3,1,30,13,12,11,9,12,14,3,3,9,15,6,2,4,3,16,6,8,10,8,8,12,1,15,10,3,7,5,3,9,10,5,2,4,5,11,20
5,11,6,6,5,5,15,4,4,4,3,10,7,30,7,2,7,5,5,4,5,7,3,2,4,5,4,2,7,11,2,6,5,5,11,13,11,12,5,6,2,5,5,3,10,7,5,9,2,12
7,10,8,9,5,8,13,2,1,9,7,13,5,32,35,7,9,8,7,16,10,17,7,15,11,3,2,2,1,7,5,5,5,15,18,9,2,9,10,6,1,9,2,13,7,14,6,5,7,21
10,5,5,8,4,9,32,3,3,3,10,5,15,13,11,7,8,15,3,12,10,5,8,5,7,5,4,9,11,8,9,8,4,10,10,7,1,10,13,9,8,10,9,8,15,10,6,9,7,11
1,11,3,1,5,13,11,5,12,8,1,14,7,6,26,9,13,4,4,6,16,1,9,13,7,12,9,2,13,1,7,4,8,1,18,11,10,2,9,7,13,17,9,9,1,8,1,1,5,1
12,1,1,3,6,16,26,11,3,14,4,3,1,19,13,13,11,16,3,11,3,3,5,3,8,10,2,8,8,13,7,12,4,7,10,9,6,8,4,7,3,2,10,11,14,11,3,7,12,14
12,11,3,4,5,14,5,7,12,14,13,13,13,5,32,4,9,5,9,10,13,7,10,16,9,10,4,2,7,9,12,5,4,3,5,3,10,9,5,12,3,4,10,7,12,15,8,1,12,18
3,14,12,6,9,9,13,8,8,3,1,7,15,17,40,4,2,2,2,9,2,11,10,1,8,3,8,1,8,2,2,7,1,11,5,10,13,14,5,11,9,16,8,3,3,16,2,4,5,5
13,5,3,1,5,7,15,3,12,5,1,1,6,6,15,2,4,16,2,2,6,14,6,11,15,3,3,11,13,14,7,5,6,14,2,7,3,4,3,7,8,1,12,3,5,3,3,12,6,20
3,3,1,4,5,1,3,2,4,12,6,13,3,37,29,11,3,3,3,17,9,13,11,16,7,1,7,3,11,3,11,3,8,8,6,7,7,12,8,9,3,16,12,7,12,4,3,3,3,27
4,2,12,3,4,13,1,9,7,1,6,5,5,40,29,11,10,1,10,13,1,16,5,1,6,5,9,8,8,2,4,11,3,7,5,1,7,1,1,1,11,1,12,1,14,2,5,8,4,21
3,12,13,7,2,2,34,13,4,17,17,15,17,2,20,2,5,2,2,13,2,2,2,4,2,10,2,9,17,2,2,12,3,15,7,5,14,5,6,2,16,4,7,14,17,2,2,13,2,5
11,6,8,7,4,6,7,7,5,10,7,10,8,25,12,7,2,4,3,3,13,9,8,13,13,11,6,3,7,2,4,3,7,1,7,11,5,9,6,5,13,7,7,10,4,2,1,1,2,6
9,13,2,1,2,8,8,1,9,13,13,8,10,23,30,8,10,7,2,16,12,10,6,5,4,10,1,2,10,10,5,11,3,13,13,2,2,2,8,2,6,7,6,6,15,5,5,7,6,17
5,9,8,4,1,7,20,6,1,8,7,3,12,19,10,13,10,14,7,1,3,3,7,15,15,2,1,4,16,6,8,10,5,8,16,1,6,10,3,7,5,13,6,9,12,7,4,9,3,19
10,10,3,3,9,16,39,3,13,3,10,7,9,17,26,4,9,16,2,9,6,13,1,3,16,11,8,1,15,9,16,11,4,7,6,3,4,15,3,9,9,9,8,13,6,16,2,4,5,33
5,7,6,5,5,5,15,4,6,4,3,4,7,7,7,2,7,5,5,4,5,7,3,2,4,5,4,2,7,11,2,6,5,5,11,2,11,12,5,6,6,5,5,2,11,7,6,7,2,7
3,4,9,1,1,5,39,13,12,12,11,5,3,33,16,14,9,1,8,10,14,14,5,5,16,2,8,11,15,2,4,11,2,4,3,9,5,5,12,12,11,16,4,3,6,3,4,5,5,21
10,13,14,3,9,12,19,1,12,11,8,10,1,16,32,13,9,16,6,8,3,3,1,9,8,11,4,9,7,10,4,4,4,7,11,9,2,12,9,5,3,6,9,14,10,4,6,11,2,12
10,7,12,7,9,3,23,15,4,15,5,6,5,21,18,7,2,16,3,8,9,17,11,12,7,5,9,8,5,2,9,11,2,10,2,10,5,5,6,4,3,14,7,10,16,8,8,5,3,5
7,14,3,7,8,13,7,9,5,10,13,15,9,25,17,7,2,18,11,9,11,9,6,7,8,10,1,7,13,12,8,7,8,8,17,12,5,9,11,14,8,7,1,6,4,12,9,8,8,6
6,13,13,7,2,8,34,13,9,1,9,15,10,35,20,8,10,2,12,13,7,2,2,4,2,11,1,4,17,2,5,12,3,8,7,5,14,1,2,13,16,10,9,4,18,16,6,14,7,5
11,7,10,10,9,12,35,3,14,1,13,14,6,34,35,15,9,14,1,16,11,17,1,8,4,3,1,1,14,3,3,7,1,11,12,9,11,1,13,3,9,14,7,9,15,4,2,10,2,2
6,2,2,9,8,10,13,9,7,3,14,4,16,30,36,6,14,17,12,2,10,8,4,6,14,9,8,3,1,5,5,1,6,16,16,5,7,14,4,6,11,3,3,14,8,7,6,1,5,7
10,13,2,1,2,7,7,14,9,15,1,1,2,39,6,8,12,5,5,4,6,10,10,5,7,5,4,2,11,9,5,5,7,5,6,4,10,5,8,9,8,16,6,8,9,14,5,6,6,8
8,11,4,10,3,1,10,4,8,15,3,11,5,32,38,11,7,1,8,12,5,8,3,5,2,8,10,5,1,6,16,5,7,15,11,4,10,16,8,6,11,15,13,12,10,16,2,3,10,24
2,11,11,10,9,10,23,13,3,6,14,9,8,14,40,10,12,3,7,6,1,13,12,16,1,11,5,9,3,14,3,6,1,12,17,3,7,16,14,6,1,14,1,14,9,8,3,1,9,4
10,1,14,6,4,11,23,10,14,4,6,2,5,31,7,8,12,16,11,8,12,17,13,16,15,10,9,2,13,16,9,7,8,8,2,13,2,8,5,7,10,12,12,11,12,1,9,10,3,8
10,7,3,1,5,5,1,10,12,12,10,11,14,33,31,14,9,9,8,9,14,14,5,12,3,3,9,11,3,3,16,12,7,4,5,3,7,12,8,12,1,16,4,7,3,1,2,12,12,39
3,15,11,1,3,6,9,2,4,14,15,13,15,4,11,2,7,8,1,5,12,3,1,15,1,8,3,11,3,3,8,9,6,15,16,12,3,4,7,8,7,10,2,3,13,15,3,3,6,3
10,7,14,1,4,11,32,10,14,7,6,15,12,34,15,8,3,10,11,11,12,17,12,8,15,10,9,8,13,16,9,7,1,12,2,13,10,12,5,7,10,12,13,2,3,7,9,10,3,29
6,13,7,4,2,7,8,7,4,3,8,3,14,29,30,4,14,7,12,4,15,9,6,2,15,10,1,9,17,12,5,1,1,13,14,11,8,8,1,2,10,9,12,7,8,7,2,7,6,11
6,12,6,10,4,11,4,13,3,3,6,14,4,35,37,1,4,14,2,11,10,8,2,4,3,1,8,9,17,14,7,1,3,7,4,5,10,10,2,8,4,3,4,1,15,4,2,4,3,26
3,11,13,10,3,11,10,11,4,11,1,1,17,6,12,4,11,9,8,4,5,8,5,6,9,8,4,2,6,6,15,5,8,8,14,7,14,12,5,11,16,5,13,14,17,4,9,13,3,39
8,2,7,9,8,10,25,11,7,4,14,9,16,9,37,14,14,9,12,1,9,8,6,2,15,11,8,7,16,14,5,9,3,9,4,6,6,14,4,10,5,9,12,13,7,2,9,12,12,15
1,6,3,8,1,16,9,3,13,17,15,5,14,21,31,14,14,16,8,9,13,14,1,11,16,11,8,1,15,15,9,11,4,7,9,3,4,5,2,10,9,9,1,13,6,11,4,4,4,33
10,13,2,1,2,7,7,3,13,15,1,1,2,39,35,8,12,5,5,9,6,10,1,5,7,5,4,2,11,9,5,5,7,10,6,4,10,1,8,9,8,16,6,8,9,13,5,9,6,8
3,11,14,1,2,16,24,8,1,12,1,13,8,31,37,6,13,8,7,9,3,3,1,16,14,1,4,7,2,5,5,4,6,9,9,1,12,14,11,13,13,8,6,5,16,2,3,9,6,28
10,13,14,7,9,13,1,3,13,9,10,11,9,37,26,6,9,5,9,17,6,13,1,3,6,3,8,1,13,9,16,5,8,10,6,7,1,15,13,9,3,16,6,13,12,14,2,3,5,33
3,10,8,2,1,15,3,2,4,4,2,13,3,4,11,11,3,8,7,5,14,3,1,15,1,3,3,2,3,3,1,2,6,3,16,7,8,14,3,8,2,14,2,5,2,5,3,3,2,3
10,13,1,8,9,13,28,6,5,9,16,11,1,19,21,3,13,4,1,8,6,5,7,7,8,2,7,1,5,10,13,5,8,4,6,1,6,2,11,9,3,2,1,9,16,14,4,5,3,22
10,6,7,6,9,11,23,1,1,2,9,14,7,16,7,9,13,16,11,8,1,4,13,16,1,5,9,9,13,1,9,4,1,8,8,2,2,2,9,4,16,17,9,9,12,4,3,10,1,1
13,6,13,5,9,5,16,3,13,7,15,10,11,12,32,9,2,6,11,2,15,7,1,11,5,8,10,3,1,5,9,6,9,5,3,6,2,9,13,6,5,5,5,15,2,16,6,4,1,12
12,10,2,4,3,11,31,2,2,1,9,11,9,22,21,3,9,18,8,4,9,9,1,11,3,3,9,2,11,7,13,5,4,11,6,2,9,1,8,4,10,9,8,7,3,4,2,5,3,34
4,2,3,3,1,12,6,2,7,2,4,7,12,8,8,12,1,5,8,3,13,16,5,7,6,4,9,8,8,12,11,7,9,2,18,3,4,4,1,7,9,6,12,11,6,15,2,10,12,23
3,8,2,1,3,11,10,10,8,15,1,8,3,23,24,11,7,1,8,12,14,1,7,5,2,8,8,11,1,6,5,3,7,4,7,7,10,14,8,2,11,15,11,12,10,13,7,3,5,10
10,11,1,1,2,5,36,2,12,15,10,15,1,24,24,11,12,10,7,2,12,17,12,10,7,5,3,8,5,1,16,11,3,2,2,10,11,5,3,4,6,4,6,10,2,8,8,14,1,33
7,11,6,10,5,6,11,2,7,4,11,9,5,25,12,2,9,10,8,3,11,8,9,2,10,9,8,2,6,1,15,1,8,9,14,5,10,9,5,11,11,6,12,3,10,4,2,1,3,18
13,2,8,5,3,10,17,1,2,7,14,9,16,30,3,12,7,17,2,2,3,9,5,4,14,2,4,3,4,8,4,11,1,16,3,1,3,3,3,5,2,2,3,1,2,11,9,10,11,7
8,2,5,2,7,7,11,8,3,10,14,14,1,32,4,10,10,9,4,1,6,17,4,9,15,3,2,10,9,13,8,5,4,6,1,11,9,7,11,7,1,1,3,4,14,1,2,4,5,13
2,4,12,6,4,11,17,10,3,12,9,7,9,14,40,8,3,1,2,10,1,11,10,1,2,1,1,9,8,14,5,11,1,12,7,3,13,4,5,8,11,17,11,2,3,13,7,4,1,5
13,3,8,5,3,10,16,1,3,7,14,9,16,30,3,12,7,17,2,2,3,9,7,4,3,13,4,3,4,8,2,11,1,16,3,1,3,3,3,3,2,2,3,10,2,2,9,10,11,7
6,12,9,9,4,10,18,13,6,3,14,7,4,35,37,12,4,14,12,5,10,15,2,4,15,13,9,9,17,14,5,11,3,7,17,11,6,10,2,8,4,3,4,1,15,2,5,8,10,30
9,8,14,1,9,7,10,8,10,15,1,8,10,23,24,9,10,7,7,12,14,2,7,12,12,8,5,10,1,3,5,3,9,8,14,5,7,10,8,2,11,15,11,12,10,6,7,3,5,23
11,7,3,3,9,12,35,3,14,4,13,6,6,3,16,4,12,18,2,16,11,4,8,5,4,3,5,3,4,10,3,8,1,12,12,9,2,1,3,12,7,10,7,10,15,3,8,14,10,20
9,13,2,1,3,1,38,1,13,12,15,8,3,23,30,8,7,15,2,2,12,10,12,5,11,1,4,2,15,10,14,7,3,13,13,10,10,1,8,2,9,10,6,14,10,16,6,11,4,10
10,13,14,6,5,2,29,3,13,16,1,11,17,38,17,11,3,13,10,17,6,6,7,6,7,8,4,11,11,9,8,5,8,15,16,7,1,2,8,9,8,13,4,8,12,13,8,3,4,16
10,4,11,9,4,7,29,3,3,16,10,7,4,38,17,8,3,1,10,2,1,6,12,15,7,8,4,8,3,14,8,11,3,3,16,7,1,4,12,8,8,13,4,8,18,13,8,2,4,36
11,4,9,1,5,4,32,13,3,3,17,3,14,35,25,14,7,17,1,16,16,1,1,13,15,11,1,9,17,14,4,10,1,6,15,10,4,5,9,14,4,3,4,3,6,3,4,6,4,18
13,2,2,9,8,2,37,11,4,4,1,11,17,38,17,11,11,2,5,5,2,15,5,6,12,10,1,11,11,2,5,9,8,4,7,7,15,14,1,11,2,16,13,8,2,13,9,12,10,39
12,3,7,10,6,14,10,7,7,7,9,14,3,22,12,4,11,10,1,11,15,9,11,1,15,2,1,6,8,16,15,7,8,3,14,12,10,12,10,14,10,14,12,7,11,4,9,5,3,12
13,6,7,6,1,12,22,9,9,8,14,3,14,28,27,9,14,13,3,2,7,13,12,3,5,2,3,10,4,14,13,3,1,11,11,5,9,11,7,12,5,12,12,10,12,16,5,14,10,19
6,12,8,1,5,11,23,13,1,17,17,11,17,2,25,15,4,2,7,13,2,1,12,16,2,11,2,9,12,2,14,12,3,8,14,5,14,5,6,2,16,14,2,14,17,8,8,13,3,3
3,13,13,6,6,14,34,13,6,11,13,7,15,16,7,9,10,15,11,10,12,5,9,10,9,1,2,9,13,14,15,3,3,8,5,2,13,11,10,14,16,11,1,7,6,6,8,11,10,26
12,1,12,7,9,12,27,12,6,13,14,15,15,16,17,7,7,2,2,7,16,9,2,4,8,7,6,3,4,9,15,3,4,8,12,2,2,1,3,1,14,10,3,14,10,1,8,14,10,27
10,13,14,3,9,12,19,1,1,7,9,10,7,16,32,13,13,16,6,8,3,4,11,16,8,5,9,9,14,10,4,4,4,8,8,12,2,12,9,4,3,6,9,4,12,4,6,11,7,12
6,10,13,9,5,4,23,13,1,6,17,11,8,2,25,15,4,2,7,13,2,1,12,16,7,11,2,9,12,9,3,6,3,8,14,3,14,16,6,6,16,14,2,14,17,8,8,10,9,12
8,4,11,3,5,10,4,11,3,4,17,4,4,32,39,5,12,14,7,14,8,4,12,15,11,4,9,9,13,14,16,12,3,14,1,5,4,10,4,4,10,4,1,8,3,6,4,4,10,25
10,11,10,1,5,6,15,5,11,4,8,3,10,22,15,8,7,10,1,7,16,10,9,8,7,9,1,4,7,1,12,1,8,14,8,10,10,10,9,13,14,8,6,3,17,4,5,1,8,18
5,6,7,8,1,16,9,9,1,1,4,5,14,21,41,15,6,8,11,11,13,10,1,11,3,13,2,2,11,15,13,11,4,7,14,2,5,5,2,1,1,4,12,7,4,11,5,5,4,22
10,1,6,4,1,1,26,1,11,11,11,12,1,39,13,15,13,16,3,12,4,8,4,5,13,7,2,10,12,4,14,10,5,9,10,7,1,8,12,14,15,2,1,1,13,11,6,11,4,22
3,2,11,1,2,14,10,2,13,14,2,14,12,3,2,4,11,9,11,2,12,4,11,2,9,4,2,2,2,14,11,7,8,8,12,6,14,2,4,4,4,4,3,15,3,15,8,14,10,41
5,5,10,6,6,12,31,13,8,17,14,3,3,7,19,2,9,12,5,4,5,13,2,2,4,3,3,10,9,10,7,5,6,15,6,9,2,9,3,6,2,14,7,3,10,7,2,12,2,18
5,11,6,1,5,5,36,5,12,4,11,10,7,25,33,2,7,5,8,3,14,7,9,13,10,9,4,2,7,1,18,1,4,4,5,5,10,5,9,2,12,4,11,3,10,1,9,8,2,18
11,6,13,5,9,5,16,3,10,7,4,9,11,8,20,9,2,6,12,2,15,7,5,11,5,8,1,3,8,5,17,6,4,5,3,6,9,9,13,6,5,5,5,11,2,1,9,2,1,12
2,14,12,7,9,8,33,8,8,17,7,10,8,11,18,7,10,2,3,15,1,11,8,10,13,1,6,3,5,2,1,3,7,16,8,2,7,7,6,2,14,7,7,5,16,2,5,1,5,10
10,13,1,8,1,13,28,6,5,9,16,11,1,16,21,3,13,4,5,7,6,5,7,7,8,2,7,1,5,10,13,5,8,4,6,1,6,2,11,9,6,2,1,9,12,14,4,5,7,22
9,6,8,6,1,15,38,8,9,8,1,8,7,4,6,13,8,12,6,9,2,6,13,15,5,7,1,10,5,6,6,7,5,8,16,2,6,10,8,8,7,13,6,6,13,13,3,9,6,15
12,2,10,7,9,12,27,12,11,13,13,15,6,16,16,4,12,7,2,16,11,2,6,5,8,10,1,3,4,10,15,11,4,12,12,9,2,1,3,12,7,10,3,10,15,1,8,14,10,27
1,1,4,7,1,1,24,8,1,11,11,12,11,4,13,6,11,6,9,9,5,3,4,3,13,7,2,10,14,4,8,10,5,10,9,10,1,6,12,14,7,15,6,5,16,3,6,11,4,24
