V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,14,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,14,13,13,13,13,13,14,13,13,13,13,13,13,14,13,13,13,14,13,14,13,13,13,13,12,13,14,13,13,14,13,13,13,11,13,13,13,13,13,13,13,12,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,14,13,12,13,12,13,13,13,14,13,13,13,13,13,13,13,13,14,14
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
13,14,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,14,13,13,13,13,13,14,13,13,13,13,13,13,14,13,13,13,14,13,14,13,13,13,13,12,13,14,13,13,14,13,13,13,11,13,13,13,13,13,13,13,12,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,14,13,12,13,12,13,13,13,14,13,13,13,13,13,13,13,13,14,14
4,4,15,4,4,15,15,4,15,15,4,4,4,4,4,4,4,4,4,4,4,15,4,16,15,16,4,4,15,4,4,4,16,15,4,4,4,4,4,4,15,15,4,4,4,4,15,4,16,4,15,4,4,4,4,4,4,15,4,4,4,16,4,4,4,4,4,4,4,4,4,4,4,4,4,15,4,4,4,4,15,4,4,4,4,4,4,4,4,4,4,4,4,15,14,15,15,4,9,16
12,13,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,13,12,12,12,12,12,13,12,12,12,12,12,12,13,12,12,12,13,12,13,12,12,12,12,11,12,13,12,12,13,12,12,12,13,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,13,12,11,12,11,12,12,12,13,12,12,12,12,12,12,12,12,13,13
13,14,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,14,13,13,13,13,13,14,13,13,13,13,13,13,14,13,13,13,14,13,14,13,13,13,13,12,13,14,13,13,14,13,13,13,11,13,13,13,13,13,13,13,12,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,14,13,12,13,12,13,13,13,14,13,13,13,13,13,13,13,13,14,14
25,24,23,23,22,22,25,23,25,23,25,23,24,25,25,23,23,23,23,24,22,23,23,22,24,26,25,25,23,24,23,24,24,25,24,26,24,24,24,23,23,25,25,22,24,27,24,25,26,25,23,23,25,23,25,22,25,22,25,25,24,24,24,25,25,15,15,25,23,23,24,24,24,25,25,24,24,25,22,25,25,24,24,24,24,23,25,24,25,26,25,23,24,23,24,25,23,25,23,24
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
15,16,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,16,15,15,15,16,15,16,15,15,15,15,15,15,16,15,15,16,16,15,15,15,15,15,15,14,15,17,15,15,16,15,15,15,15,15,15,15,15,15,15,15,14,16,15,15,4,16,16,15,15,15,16,15,15,15,15,15,15,16,15,16,15,16,15,14,15,14,15,15,15,16,15,15,15,15,14,15,15,15,16,16
11,12,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,12,11,12,11,11,11,11,4,11,12,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,12,11,10,11,10,11,11,11,12,11,11,11,11,11,11,11,11,12,12
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10
10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10
34,34,33,32,32,31,33,32,33,33,33,33,32,34,34,32,33,33,12,33,12,32,31,31,32,34,34,32,32,33,32,12,34,32,33,33,34,32,32,33,32,33,33,32,32,35,33,33,34,33,33,33,34,32,32,31,34,32,34,33,33,13,32,34,34,33,33,34,31,32,34,32,33,12,34,33,33,33,32,34,34,34,32,32,33,32,33,33,33,34,33,33,33,33,33,33,32,34,33,34
9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,2,9,9,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,2,9,9,9,9,9
9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,2,9,9,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,2,9,9,9,9,9
34,34,33,32,32,31,33,32,33,33,33,33,32,34,34,32,33,33,12,33,13,32,31,31,32,34,34,32,32,33,32,12,34,32,33,33,34,32,32,33,32,33,33,32,32,35,33,33,34,33,33,33,34,32,32,31,34,32,34,33,33,13,32,34,34,33,33,34,31,32,34,32,33,12,34,33,33,33,32,34,34,34,32,32,33,32,33,33,33,34,33,33,33,33,33,33,32,34,33,34
28,28,27,26,26,25,28,26,27,27,27,27,26,28,28,27,27,27,26,27,26,26,25,25,26,28,28,27,5,27,26,27,28,10,27,28,28,26,11,27,26,27,27,26,26,30,27,27,28,27,27,27,28,26,27,25,28,26,28,27,27,28,10,28,28,27,27,28,5,26,28,26,27,27,28,27,27,27,26,28,28,28,26,26,27,26,27,27,27,28,27,27,27,27,27,27,26,28,27,28
23,24,23,23,22,21,23,23,23,23,23,23,22,23,23,23,23,23,23,24,22,23,21,22,2,24,23,23,23,23,23,22,24,23,6,24,24,22,22,23,22,23,23,22,22,25,2,23,6,23,23,23,23,23,24,22,23,22,23,23,22,24,23,23,23,24,24,23,6,23,24,22,22,23,23,23,22,23,22,23,23,24,23,22,23,22,23,23,23,24,23,23,22,23,22,23,23,23,23,24
34,34,33,32,32,31,33,32,33,33,33,33,32,34,34,32,33,33,12,33,6,32,31,31,32,34,34,32,32,33,32,12,34,32,33,33,34,32,32,33,32,33,33,32,32,35,33,33,34,33,33,33,34,32,32,31,34,32,34,33,33,13,32,34,34,33,33,34,31,32,34,32,33,12,34,33,33,33,32,34,34,34,32,32,33,32,33,33,33,34,33,33,33,33,33,33,32,34,33,34
28,28,27,26,26,25,28,26,27,27,27,27,26,28,28,27,27,27,26,27,26,26,25,25,26,28,28,27,5,27,26,27,28,10,27,28,28,26,11,27,26,27,27,26,26,30,27,27,28,27,27,27,28,26,27,25,28,26,28,27,27,28,10,28,28,27,27,28,5,26,28,26,27,27,28,27,27,27,26,28,28,28,26,26,27,26,27,27,27,28,27,27,27,27,27,27,26,28,27,28
15,16,15,15,15,15,15,15,2,2,15,15,14,15,15,15,15,15,15,16,15,15,15,15,5,16,15,15,15,15,15,15,16,15,15,15,2,15,15,15,15,15,15,14,2,16,15,15,16,2,15,15,15,15,15,2,15,15,15,15,14,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,15,15,15,16,15,14,15,14,2,15,15,16,15,15,15,15,14,5,15,2,3,2
14,15,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,15,14,14,14,14,14,15,14,14,14,14,14,14,15,14,14,14,15,14,11,14,14,14,14,13,14,15,14,14,15,14,14,14,14,14,14,14,14,14,14,14,13,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,14,14,15,14,13,14,13,14,14,14,15,14,14,14,14,10,14,14,14,15,15
20,21,20,20,19,19,20,20,20,20,20,20,19,20,20,20,20,20,20,21,19,20,19,13,20,21,20,20,20,20,20,20,21,20,20,21,21,20,19,20,19,20,20,19,20,22,20,20,22,20,20,20,20,20,20,20,20,19,20,20,19,21,20,20,20,21,21,20,20,20,21,20,19,20,20,20,19,21,20,21,20,21,20,19,20,19,20,20,20,21,20,20,19,20,19,20,20,20,20,21
20,21,20,20,19,19,20,20,20,20,20,20,19,20,20,20,20,20,20,21,19,20,19,13,20,21,20,20,20,20,20,20,21,20,20,21,21,20,19,20,19,20,20,19,20,22,20,20,22,20,20,20,20,20,20,20,20,19,20,20,19,21,20,20,20,21,21,20,20,20,21,20,19,20,20,20,19,21,20,21,20,21,20,19,20,19,20,20,20,21,20,20,19,20,19,20,20,20,20,21
35,35,17,33,33,32,34,28,34,34,34,34,33,35,30,33,34,34,32,34,32,33,32,32,33,35,35,33,33,34,33,33,35,33,34,34,30,33,33,34,33,34,34,33,33,36,34,34,35,34,34,34,35,33,33,27,35,33,35,34,34,33,33,35,35,34,34,35,32,33,35,33,34,33,35,34,20,34,33,35,35,35,33,33,34,33,34,34,34,35,34,34,34,34,34,34,33,35,34,35
31,31,30,29,29,28,31,29,30,30,30,30,29,31,31,30,30,30,29,30,29,29,28,28,29,31,31,29,29,30,29,30,31,29,30,31,31,29,29,30,29,30,30,29,29,33,30,30,31,30,30,30,31,29,30,28,31,29,31,30,30,3,29,31,31,30,30,31,28,29,31,29,30,30,31,30,30,30,29,31,31,31,29,29,30,29,30,30,30,31,30,30,30,30,30,30,29,31,30,31
23,25,23,23,22,21,23,31,23,23,23,23,22,23,23,23,2,23,23,24,22,24,21,22,2,24,23,23,23,2,23,22,24,23,6,24,24,22,22,23,2,23,23,22,22,25,2,23,6,23,24,32,23,23,23,22,23,22,23,23,22,24,6,23,23,24,24,23,6,23,24,22,22,23,23,23,22,23,2,23,23,25,23,22,23,22,23,23,23,24,23,23,22,23,22,23,23,23,23,24
16,17,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,17,16,16,16,17,16,17,16,16,16,16,16,16,17,16,16,17,17,16,16,16,16,16,16,15,16,18,16,16,17,16,16,16,16,16,16,16,16,16,16,16,15,17,16,16,16,17,17,16,16,16,17,16,16,16,16,16,16,17,16,17,16,17,16,15,16,15,16,16,16,17,16,16,16,16,15,16,16,16,17,17
12,13,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,13,12,12,12,12,12,13,12,12,12,12,12,12,13,12,12,12,13,12,13,12,12,12,12,11,12,13,12,12,13,12,12,12,13,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,13,12,11,12,11,12,12,12,13,12,12,12,12,12,12,12,12,13,13
24,25,24,24,23,21,24,24,24,24,24,24,23,24,24,24,24,24,24,25,23,24,22,23,23,25,24,24,24,23,24,23,25,24,23,25,25,23,23,24,22,24,24,23,23,26,23,24,25,24,24,24,24,24,24,23,24,23,24,24,23,25,23,24,24,25,25,24,22,24,25,23,23,24,24,23,23,24,23,24,24,25,23,23,23,22,24,23,24,25,24,24,23,24,23,24,24,24,24,25
30,30,29,28,28,27,30,28,29,29,29,29,28,30,30,29,29,29,28,29,28,28,27,27,28,30,30,28,28,29,28,29,30,23,29,30,30,28,28,29,28,29,29,28,28,32,29,29,30,29,29,29,30,28,29,27,30,28,30,29,29,30,28,30,30,29,29,30,27,28,30,28,29,29,30,29,29,29,28,30,30,30,28,28,29,28,29,29,29,30,29,29,29,29,29,29,28,30,29,30
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,34,33,32,32,31,33,32,33,33,33,33,32,34,34,32,33,33,12,33,13,32,31,31,32,34,34,32,32,33,32,12,34,32,33,33,34,32,32,33,32,33,33,32,32,35,33,33,34,33,33,33,34,32,32,31,34,32,34,33,33,13,32,34,34,33,33,34,31,32,34,32,33,12,34,33,33,33,32,34,34,34,32,32,33,32,33,33,33,34,33,33,33,33,33,33,32,34,33,34
29,29,28,27,27,26,29,27,28,28,28,28,27,29,29,28,28,28,27,28,27,27,26,26,27,29,29,5,27,28,27,28,29,28,28,29,29,27,27,28,27,28,28,27,27,31,28,28,29,28,28,28,29,27,28,26,29,27,29,28,28,29,27,29,29,28,28,29,26,27,29,27,28,28,29,28,28,28,27,29,29,29,27,27,28,27,28,28,28,29,28,28,28,28,28,28,27,29,28,29
29,29,28,27,27,26,29,27,28,28,28,28,27,29,29,28,28,28,27,28,27,27,26,26,27,29,29,5,27,28,27,28,29,28,28,29,29,27,27,28,27,28,28,27,27,31,28,28,29,28,28,28,29,27,28,26,29,27,29,28,28,29,27,29,29,28,28,29,26,27,29,27,28,28,29,28,28,28,27,29,29,29,27,27,28,27,28,28,28,29,28,28,28,28,28,28,27,29,28,29
29,29,28,27,27,26,29,27,28,28,28,28,27,29,29,28,28,28,27,28,27,27,26,26,27,29,29,5,27,28,27,28,29,28,28,29,29,27,27,28,27,28,28,27,27,31,28,28,29,28,28,28,29,27,28,26,29,27,29,28,28,29,27,29,29,28,28,29,26,27,29,27,28,28,29,28,28,28,27,29,29,29,27,27,28,27,28,28,28,29,28,28,28,28,28,28,27,29,28,29
33,33,32,31,31,30,23,31,32,32,32,32,31,33,33,31,32,32,31,32,31,31,30,30,31,33,33,31,31,32,31,32,33,31,32,32,33,31,31,32,31,32,32,31,31,25,32,32,33,32,32,32,33,31,23,30,33,31,33,32,32,32,31,4,33,32,32,33,30,31,33,31,32,32,33,32,32,32,31,33,33,33,31,31,32,31,32,32,32,33,32,32,32,32,32,32,31,33,32,33
16,17,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,17,16,16,16,17,16,17,16,16,16,16,16,16,17,16,16,17,17,16,16,16,16,16,16,15,16,18,16,16,17,16,16,16,16,16,16,16,16,16,16,16,15,17,16,16,16,17,17,16,16,16,17,16,16,16,16,16,16,17,16,17,16,17,16,15,16,15,16,16,16,17,16,16,16,16,15,16,16,16,17,17
29,29,28,27,27,26,29,27,28,28,28,28,27,29,29,28,28,28,27,28,27,27,26,26,27,29,29,5,27,28,27,28,29,28,28,29,29,27,27,28,27,28,28,27,27,31,28,28,29,28,28,28,29,27,28,26,29,27,29,28,28,29,27,29,29,28,28,29,26,27,29,27,28,28,29,28,28,28,27,29,29,29,27,27,28,27,28,28,28,29,28,28,28,28,28,28,27,29,28,29
16,17,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,17,16,16,16,17,16,17,16,16,16,16,16,16,17,16,16,17,17,16,16,16,16,16,16,15,16,18,16,16,17,16,16,16,16,16,16,16,16,16,16,16,15,17,16,16,16,17,17,16,16,16,17,16,16,16,16,16,16,17,16,17,16,17,16,15,16,15,16,16,16,17,16,16,16,16,15,16,16,16,17,17
20,21,20,20,19,19,20,20,20,20,20,20,19,20,20,20,20,20,20,21,19,20,19,13,20,21,20,20,20,20,20,20,21,20,20,21,21,20,19,20,19,20,20,19,20,22,20,20,22,20,20,20,20,20,20,20,20,19,20,20,19,21,20,20,20,21,21,20,20,20,21,20,19,20,20,20,19,21,20,21,20,21,20,19,20,19,20,20,20,21,20,20,19,20,19,20,20,20,20,21
26,26,25,25,24,23,26,25,26,25,26,25,25,26,26,25,25,25,25,26,24,25,24,24,25,27,26,26,25,25,25,25,26,26,25,27,26,25,25,25,24,26,26,24,25,28,25,26,27,26,25,25,26,25,26,24,26,24,26,26,25,26,25,26,26,26,26,26,24,25,26,25,25,26,26,25,25,26,24,26,26,26,25,25,25,24,26,25,26,27,26,25,25,25,25,26,25,26,25,26
18,19,18,18,18,4,18,18,18,18,18,18,17,18,18,18,18,18,18,6,18,18,18,19,18,19,18,18,18,18,18,18,19,18,18,19,19,18,18,18,18,18,18,17,18,20,18,18,20,18,18,18,18,18,18,18,18,18,18,18,17,19,18,18,18,19,19,18,18,19,19,18,6,18,18,18,18,19,18,19,18,19,18,17,18,17,18,18,18,19,18,18,6,18,17,18,18,18,4,19
33,33,32,31,31,30,23,31,32,32,32,32,31,33,33,31,32,32,31,32,31,31,30,30,31,33,33,31,31,32,31,32,33,31,32,32,33,31,31,32,31,32,32,31,31,25,32,32,33,32,32,32,33,31,23,30,33,31,33,32,32,32,31,33,33,32,32,33,30,31,33,31,32,32,33,32,32,32,31,33,33,33,31,31,32,31,32,32,32,33,32,32,32,32,32,32,31,33,32,33
26,26,25,25,24,23,26,25,26,25,26,25,25,26,26,25,25,25,25,26,24,25,24,24,25,27,26,26,25,25,25,25,26,26,25,27,26,25,25,25,24,26,26,24,25,28,25,26,27,26,25,25,26,25,26,24,26,24,26,26,25,26,25,26,26,26,26,26,24,25,26,25,25,26,26,25,25,26,24,26,26,26,25,25,25,24,26,25,26,27,26,25,25,25,25,26,25,26,25,26
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
15,16,15,15,15,15,15,15,2,2,15,15,14,15,15,15,15,15,15,16,15,15,15,15,5,16,15,15,15,15,15,15,16,15,15,15,2,15,15,15,15,15,15,14,2,16,15,15,16,2,15,15,15,15,15,2,15,15,15,15,14,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2,15,15,15,16,15,14,15,14,2,15,15,16,15,15,15,15,14,5,15,2,3,2
25,24,23,23,22,22,25,23,25,23,25,23,24,25,25,23,23,23,23,24,22,23,23,22,24,26,25,25,23,24,23,24,24,25,24,26,24,24,24,23,23,25,25,22,24,27,24,25,26,25,23,23,25,23,25,22,25,22,25,25,24,24,24,25,25,15,15,25,23,23,24,24,24,25,25,24,24,25,22,25,25,24,24,24,24,23,25,24,25,26,25,23,24,23,24,25,23,25,23,24
10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10
27,27,26,13,25,24,27,13,23,26,23,26,12,27,27,26,26,26,13,19,25,13,13,10,13,14,27,1,26,26,13,26,27,27,26,13,27,13,26,26,25,13,3,25,22,29,26,13,19,13,26,26,27,23,23,1,27,25,27,5,26,27,26,27,27,1,24,27,25,18,27,22,26,13,27,26,26,23,25,27,27,27,13,3,26,25,17,26,17,14,23,26,26,26,26,13,13,27,26,27
9,11,9,9,10,9,9,9,9,9,9,9,1,9,9,9,9,10,9,11,9,9,10,10,9,11,9,9,9,9,9,9,11,10,9,9,11,10,9,9,9,9,9,9,9,11,9,10,11,9,9,9,11,10,9,9,9,9,9,10,9,11,10,9,9,9,9,9,10,10,9,9,9,9,9,9,9,11,9,9,9,11,9,8,9,8,9,9,9,11,9,9,9,9,10,9,9,9,11,11
10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
16,17,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,17,16,16,16,17,16,17,16,16,16,16,16,16,17,16,16,17,17,16,16,16,16,16,16,15,16,18,16,16,17,16,16,16,16,16,16,16,16,16,16,16,15,17,16,16,16,17,17,16,16,16,17,16,16,16,16,16,16,17,16,17,16,17,16,15,16,15,16,16,16,17,16,16,16,16,15,16,16,16,17,17
31,31,30,29,29,28,31,29,30,30,30,30,29,31,31,30,30,30,29,30,29,29,28,28,29,31,31,29,29,30,29,30,31,29,30,31,31,29,29,30,29,30,30,29,29,33,30,30,31,30,30,30,31,29,30,28,31,29,31,30,30,3,29,31,31,30,30,31,28,29,31,29,30,30,31,30,30,30,29,31,31,31,29,29,30,29,30,30,30,31,30,30,30,30,30,30,29,31,30,31
11,12,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,12,11,12,11,11,11,11,4,11,12,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,12,11,10,11,10,11,11,11,12,11,11,11,11,11,11,11,11,12,12
30,30,29,28,28,27,30,28,29,29,29,29,28,30,30,29,29,29,28,29,28,28,27,27,28,30,30,28,28,29,28,29,30,23,29,30,30,28,28,29,28,29,29,28,28,32,29,29,30,29,29,29,30,28,29,27,30,28,30,29,29,30,28,30,30,29,29,30,27,28,30,28,29,29,30,29,29,29,28,30,30,30,28,28,29,28,29,29,29,30,29,29,29,29,29,29,28,30,29,30
16,17,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,17,16,16,16,17,16,17,16,16,16,16,16,16,17,16,16,17,17,16,16,16,16,16,16,15,16,18,16,16,17,16,16,16,16,16,16,16,16,16,16,16,15,17,16,16,16,17,17,16,16,16,17,16,16,16,16,16,16,17,16,17,16,17,16,15,16,15,16,16,16,17,16,16,16,16,15,16,16,16,17,17
17,18,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,18,17,17,17,18,17,18,17,17,17,17,17,17,18,17,17,18,18,17,17,17,17,17,17,16,17,19,17,17,18,17,17,17,17,17,17,17,17,17,17,17,16,18,17,17,17,18,18,17,17,17,18,17,17,17,17,17,17,18,17,18,17,18,17,16,17,16,35,17,35,18,17,17,17,17,16,17,17,17,18,18
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
11,12,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,12,11,12,11,11,11,11,4,11,12,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,12,11,10,11,10,11,11,11,12,11,11,11,11,11,11,11,11,12,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,30,29,28,28,27,30,28,29,29,29,29,28,30,30,29,29,29,28,29,28,28,27,27,28,30,30,28,28,29,28,29,30,23,29,30,30,28,28,29,28,29,29,28,28,32,29,29,30,29,29,29,30,28,29,27,30,28,30,29,29,30,28,30,30,29,29,30,27,28,30,28,29,29,30,29,29,29,28,30,30,30,28,28,29,28,29,29,29,30,29,29,29,29,29,29,28,30,29,30
